K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Demaisi,,
,,,,,,Awaibehel,,
,,,,,,Indabri,,
,,,,,,Mokwam,,
,,,,,,Amber,,
,,,,,,Catubouw,,Menjadi wil. Kec. Catubouw
,,,,,,Sugemeh,,Menjadi wil. Kec. Catubouw
,,,,,,Nungkimor,,Menjadi wil. Kec. Hink
,,,,,,Ikimabou,,Menjadi wil. Kec. Hink
,,,,,,Coisi,,
,,,,,,Imbenti,,
,,,,,,Sigim,,
,,,,,,Bingywoyut,,
,,,,,,Imbonggun,,
,,,,,,Dumbrey,,Menjadi wil. Kec. Testega
,,,,,,Monut,,Menjadi wil. Kec. Hink
,,,,,,Miconti,,
,,,,,,Aduer,,
,,,,,,Ugjeheg,,
,,,,,,Dueibei,,
,,,,,,Ayau,,
,,,,,,Kwau,,
,,,,,,Mieycomti,,Menjadi wil. Kec. Catubouw
,,,,,,Slomiou,,Menjadi wil. Kec. Catubouw
,,,,,,Desra,,Menjadi wil. Kec. Dataran Isim
,,,,,,Minmo,,Menjadi wil. Kec. Catubouw
,,,,,,Urey,,Menjadi wil. Kec. Masni
,,,,,,Manggesuk,,Menjadi wil. Kec. Catubouw
,,,,,,Kisap,,Menjadi wil. Kec. Hink
,,,,,,Umcep,,Menjadi wil. Kec. Hink
,,,,,,Penibut,,Menjadi wil. Kec. Hink
,,,,,,Haktiebou,,Menjadi wil. Kec. Hink
,,,,,,Cangoisi,,Menjadi wil. Kec. Hink
,,,,,,Demunti,,Menjadi wil. Kec. Hink
,,,,,,Tigaucomti,,Menjadi wil. Kec. Hink
,,,,,,Dibera,,Menjadi wil. Kec. Dataran Isim
,,,,,,Ungga,,
,,,,,,Mitiede,,
,,,,,,Simerbei,,
,,,,,,Driye,,
,,,,,,,,
